id,name,type,prop1,prop1_val,prop2,prop2_val,element,elem_val,contribute,sellprice,equippos,level,BuyingPrice,SellingPrice,ItemDescription,unk1,unk2,unk3,unk4,unk5,unk6,unk9,unk10,unk11,unk12,unk13,unk14,unk15,unk16
22424,เท้ากระแทกน้ำ,13,214,25,210,-3,0,-100,5,19,5,85,76400,19,สวมรองเท้านี้เหยียบย่ำข้ามน้ำข้ามภูเขาได้ตามใจปราถนา,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22425,เท้าสะเทือนดิน,13,214,26,210,-3,0,-100,5,20,5,90,99000,20,สวมรองเท้านี้ก้าวย่างสะเทือนเลื่อนลั่นเหมือนแผ่นดินสะเทือน,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22426,เท้าสู้คลื่น,13,214,29,210,-3,0,-100,5,21,5,93,129000,21,เมื่อสวมรองเท้านี้จะสามารถย่ำน้ำได้โดยไม่เปียก,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22427,เท้าพยัคฆ์หมอบ,13,214,30,210,-3,0,-100,5,22,5,96,167000,22,สวมใส่รองเท้านี้แล้วเหมือนดั่งมีพลังเทพพยัคฆ์ติดปีก,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22428,เท้าขจัดงูทะเล,13,214,31,210,-3,0,-100,5,23,5,99,218000,23,วีรบุรุษปราบงูทะเลยักษ์ลอกหนังงูนี้ออกมาทำเป็นรองเท้า,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22429,รองเท้าห้าธาตุ,13,214,32,210,-3,0,-100,5,24,5,102,283000,24,ทำจากเกล็ดมังกรแข็งสองปีก,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22430,รองเท้าแสงรม,13,214,33,210,-3,0,-100,5,25,5,105,368000,25,รองเท้าทำด้วยพลังไฟร้อน,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22431,รองเท้ามารหยิน,13,214,36,210,-3,0,-100,5,26,5,108,479000,26,รองเท้าที่เคลือบด้วยพลังมารแห่งภูตผีปิศาจ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22432,เท้าดาวหางโคจร,13,214,37,210,-3,0,-100,5,27,5,111,623000,27,ทำด้วยแป้งหินฟ้าจากนอกฟ้าหลอมขึ้นมา,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22433,รองเท้าร้อยสับ,13,214,38,210,-3,0,-100,5,28,5,114,810000,28,รองเท้านี้มีพลังเทพคุ้มกายสามารถต้านทานการโจมตีอันรุนแรงได้,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22434,รองเท้าร้อยทัพ,13,214,39,210,-3,0,-100,5,29,5,117,1050000,29,รองเท้าสงครามของเทพแห่งจงซานลงอาคมเอาไว้,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22435,เท้าดาวเมตตา,13,214,40,210,-4,0,-100,5,30,5,120,1360000,30,รองเท้าทำจากใยผมของหวงเอ๋อข้ามคืนข้ามวัน,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22436,รองเท้าปราบมาร,13,214,41,210,-4,0,-100,5,31,5,123,1780000,31,รองเท้านี้ดูดซับพลังคุณธรรมของฟ้าดินสามารถสยบมาร้ายขจัดภัย,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22437,รองเท้าปราบกบฏ,13,214,42,210,-4,0,-100,5,32,5,126,2310000,32,ตำนานกล่าวว่านี่คือหนึ่งในบรรดารองพระบาทของหลิวปัง,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22438,เท้าโยกฟ้าดิน,13,214,43,210,-4,0,-100,5,33,5,129,3000000,33,เครื่องป้องกันพิเศษสามารถหมุนย้อนทวนเวลาได้,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22439,รองเท้าสยบอสูร,13,214,44,210,-4,0,-100,5,34,5,132,3910000,34,รองเท้าวิเศษแฝงวิชาเวทย์กักอสูรอันลี้ลับ,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22440,เท้าเวิ้งอเวจี,13,214,45,210,-4,0,-100,5,35,5,135,5080000,35,รองเท้าที่ชื่อโหยวเคยสวมใส่,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22441,เท้าฟ้าดิน6ปิด,13,214,46,210,-4,0,-100,5,36,5,138,6610000,36,ตำนานกล่าวว่ารองเท้านี้แล้วสามารถอุดรูรั่วแห่งแผ่นดินได้,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22442,รองเท้าดินอสูร,13,214,24,210,-3,1,2,5,18,5,80,0,18,ใส่แล้วสามารถทะลวงฝ่าแดนหยินหยาง,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22443,รองเท้ายะเยือก,13,214,24,210,-3,2,2,5,18,5,80,0,18,ใส่แล้วสามารถเหยียบพื้นหิมะดั่งพื้นราบ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22444,รองเท้าเพลิงดำ,13,214,24,210,-3,3,2,5,18,5,80,0,18,ใส่แล้วสามารถฝ่าด่านเพลิงไฟนับร้อย,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22445,รองเท้าลมเร่ง,13,214,24,210,-3,4,2,5,18,5,80,0,18,ใส่แล้วสามารถเรียกลมฝนพายุร้าย,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22446,เท้า100สะบั้น,13,214,30,210,-3,1,2,5,22,5,96,0,22,ใส่แล้วสามารถใช้หนึ่งต้านทานร้อย,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22447,รองเท้ามรรคแสง,13,214,30,210,-3,2,2,5,22,5,96,0,22,ศิษย์ลัทธิไท่ผิงมักสวมใส่เป็นประจำ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22448,เท้ารวมมังกร,13,214,30,210,-3,3,2,5,22,5,96,0,22,รองเท้าพิสดารที่รวมพลังศักดิ์สิทธิ์ต่างๆ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22449,รองเท้าน้ำฉู่,13,214,30,210,-3,4,2,5,22,5,96,0,22,พบเห็นได้แพร่หลายในจิงโจวกับอี้โจว,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22450,ทหารบ้านอาสา,13,214,24,210,-3,5,2,5,18,5,80,0,18,ทหารบ้านสำหรับทหารบ้านเลื่อนขั้น,0,0,0,0,8,0,0,0,0,0,0,0,4,0
22451,รองเท้าดินแยก,13,214,37,211,-4,1,3,5,24,5,102,0,24,รองเท้าธาตุดินที่มือสังหารใช้โดยเฉพาะ,0,0,0,0,8,0,0,0,0,0,0,0,0,0
22452,รองเท้าน้ำแข็ง,13,214,37,211,-4,2,3,5,24,5,102,0,24,รองเท้าธาตุน้ำที่มือสังหารใช้โดยเฉพาะ,0,0,0,0,8,0,0,0,0,0,0,0,0,0
22453,รองเท้าเพลิง,13,214,37,211,-4,3,3,5,24,5,102,0,24,รองเท้าธาตุไฟที่มือสังหารใช้โดยเฉพาะ,0,0,0,0,8,0,0,0,0,0,0,0,0,0
22454,รองเท้าลมคำราม,13,214,37,211,-4,4,3,5,24,5,102,0,24,รองเท้าธาตุลมที่มือสังหารใช้โดยเฉพาะ,0,0,0,0,8,0,0,0,0,0,0,0,0,0
22455,รองเท้าเอ๋อหวง,13,212,24,219,4,0,-100,5,18,5,80,0,0,รองเท้าเหยียบเมฆาที่เซียงจวินเคยสวม,0,0,0,0,8,0,0,0,0,0,0,0,36,0
22601,เท้าเหล็กขาว,13,211,6,210,1,0,-100,5,6,5,20,0,6,รองเท้าเหล็กลายดอกเหมยสีขาว,0,0,0,0,8,0,0,0,0,0,0,0,0,0
22602,เท้าเหล็กชาด,13,211,7,210,1,0,-100,5,7,5,25,0,7,รองเท้าเหล็กลายเปลวเพลิง,0,0,0,0,8,0,0,0,0,0,0,0,0,0
22604,เท้าเหล็กดำ,13,211,9,210,1,0,-100,5,9,5,35,0,9,รองเท้าเหล็กมีลายน้ำสีดำ,0,0,0,0,8,0,0,0,0,0,0,0,0,0
22605,เท้าเหล็กเขียว,13,211,10,210,1,0,-100,5,10,5,40,0,10,รองเท้าเหล็กที่ผลิตในดินแดนหลงอิ้ว,0,0,0,0,8,0,0,0,0,0,0,0,0,0
22606,เท้าเหล็กฟ้า,13,211,11,210,2,0,-100,5,11,5,45,0,11,รองเท้าประดับลวดลายดอกไม้สีฟ้า,0,0,0,0,8,0,0,0,0,0,0,0,0,0
22608,เท้าเหล็กอำพัน,13,211,13,210,2,0,-100,5,13,5,55,0,13,รองเท้าเหล็กงดงามเลือกใช้เชือกสีเหลืองจากในวัง,0,0,0,0,8,0,0,0,0,0,0,0,0,0
22609,เท้าเหล็กใส,13,211,14,210,2,0,-100,5,14,5,60,0,14,รองเท้าเหล็กสีสันโดดเด่นแสบตา,0,0,0,0,8,0,0,0,0,0,0,0,0,0
22610,เท้าเหล็กลมใต้,13,211,15,210,2,0,-100,5,15,5,65,0,15,รองเท้าเหล็กยาวผลิตในดินแดนง่อก๊ก,0,0,0,0,8,0,0,0,0,0,0,0,0,0
22612,เท้าเหล็กไหว,13,211,17,210,3,0,-100,5,17,5,75,0,17,รองเท้าเหล็กพบเห็นบ่อยในดินแดนไหวหนาน,0,0,0,0,8,0,0,0,0,0,0,0,0,0
22613,เท้าเหล็กอ่อน,13,211,18,210,3,0,-100,5,18,5,80,0,18,ภายในรองเท้าบุแผ่นเหล็กอ่อนไว้ป้องกัน,0,0,0,0,8,0,0,0,0,0,0,0,0,0
22614,เท้าเหล็กเกราะ,13,211,19,210,3,0,-100,5,19,5,85,0,19,รองเท้าเหล็กที่ทหารทั่วไปสวมใส่,0,0,0,0,8,0,0,0,0,0,0,0,0,0
22616,เท้าเหล็กมังกร,13,211,23,210,3,0,-100,5,21,5,93,0,21,รองเท้าเหล็กเล็กที่ทหารวังสวมใส่,0,0,0,0,8,0,0,0,0,0,0,0,0,0
22617,รองเท้าอรุณ,13,211,24,210,3,0,-100,5,22,5,96,0,22,ร่ำลือว่าเป็นรองเท้าที่โจโฉสวมใส่,0,0,0,0,8,0,0,0,0,0,0,0,0,0
22618,เท้าคลื่นแฝง,13,211,25,210,3,0,-100,5,23,5,99,0,23,เล่าขานกันว่าเป็นรองเท้าของขุนพลหม่าหยวน,0,0,0,0,8,0,0,0,0,0,0,0,0,0
22620,รองเท้ารำตะวัน,13,211,27,210,3,0,-100,5,25,5,105,0,25,เล่าขานกันว่าเป็นรองเท้าของฉินอู่หยาง,0,0,0,0,8,0,0,0,0,0,0,0,0,0
22621,เท้าหิมะเมธี,13,211,30,210,3,0,-100,5,26,5,108,0,26,รองเท้าชั้นสูงหายากมีเงินก็ซื้อไม่ได้,0,0,0,0,8,0,0,0,0,0,0,0,0,0
22622,รองเท้าพิชิต,13,211,31,210,3,0,-100,5,27,5,111,0,27,รองเท้าที่ฮ่องเต้พระราชทานแก่ขุนนาง,0,0,0,0,8,0,0,0,0,0,0,0,0,0
22624,รองเท้ามหยศ,13,211,33,210,3,0,-100,5,29,5,117,0,29,รองเท้าที่สวมใส่ได้เฉพาะขุนนางระดับสูง,0,0,0,0,8,0,0,0,0,0,0,0,0,0
22655,รองเท้าพรต,13,211,15,210,2,1,2,5,15,5,65,0,15,รองเท้าธาตุดินที่ทหารผ้าเหลืองใช้ฝึกขา,0,0,0,0,8,0,0,0,0,0,0,0,0,0
22656,รองเท้าใส,13,211,15,210,2,2,2,5,15,5,65,0,15,รองเท้าธาตุน้ำที่ทหารผ้าเหลืองใช้ฝึกขา,0,0,0,0,8,0,0,0,0,0,0,0,0,0
22657,รองเท้ากร้าว,13,211,15,210,2,3,2,5,15,5,65,0,15,รองเท้าธาตุไฟที่ทหารผ้าเหลืองใช้ฝึกขา,0,0,0,0,8,0,0,0,0,0,0,0,0,0
22658,รองเท้าราก,13,211,15,210,2,4,2,5,15,5,65,0,15,รองเท้าธาตุลมที่ทหารผ้าเหลืองใช้ฝึกขา,0,0,0,0,8,0,0,0,0,0,0,0,0,0
22659,รองเท้าแกร่ง,13,211,24,210,3,1,2,5,22,5,96,0,22,รองเท้าธาตุดินที่ทหารซีเหลียงนิยมใช้,0,0,0,0,8,0,0,0,0,0,0,0,0,0
22660,รองเท้าตรวจ,13,211,24,210,3,2,2,5,22,5,96,0,22,รองเท้าธาตุน้ำที่ทหารซีเหลียงนิยมใช้,0,0,0,0,8,0,0,0,0,0,0,0,0,0
22661,รองเท้าคุม,13,211,24,210,3,3,2,5,22,5,96,0,22,รองเท้าธาตุไฟที่ทหารซีเหลียงนิยมใช้,0,0,0,0,8,0,0,0,0,0,0,0,0,0
22662,รองเท้ายอด,13,211,24,210,3,4,2,5,22,5,96,0,22,รองเท้าธาตุลมที่ทหารซีเหลียงนิยมใช้,0,0,0,0,8,0,0,0,0,0,0,0,0,0
22701,รองเท้าผ้าดำ,13,214,2,0,0,0,-100,5,1,5,0,10,1,รองเท้าผ้าสีดำธรรมดา,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22702,รองเท้าผ้าม่วง,13,214,3,0,0,0,-100,5,2,5,3,20,2,รองเท้าผ้าทำจากผ้าม่วง,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22703,เท้าท่องเมฆา,13,214,4,0,0,0,-100,5,3,5,5,50,3,รองเท้าผ้าอ่อนนุ่มทำจากผ้าขาว,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22704,เท้าไฟพิสุทธิ์,13,214,5,0,0,0,-100,5,4,5,10,85,4,รองเท้าผ้าทำจากผ้าปอสีส้มอมเหลือง,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22705,เท้าประกายเงิน,13,214,6,0,0,0,-100,5,5,5,15,145,5,รองเท้าผ้าด้านในค่อนข้างหนา,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22706,รองเท้าทรายทอ,13,214,8,211,-1,0,-100,5,6,5,20,245,6,ทำด้วยวัสดุผ้าที่ราคาสูงมาก,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22707,เท้าไฟกระหน่ำ,13,214,9,211,-1,0,-100,5,7,5,25,420,7,รองเท้าผ้าแดงไฟตัวรองเท้าเรียบง่ายใส่สบาย,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22708,รองเท้าลมเร่ง,13,214,10,211,-1,0,-100,5,8,5,30,700,8,รองเท้าผ้าใส่แล้วคล่องแคล่วมาก,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22709,รองเท้าแทรกดิน,13,214,11,211,-1,0,-100,5,9,5,35,1200,9,รองเท้าผ้าทำจากใยไหมของไหมฟ้าอันอ่อนนุ่ม,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22710,รองเท้าน้ำโพ้น,13,214,12,211,-1,0,-100,5,10,5,40,2050,10,รองเท้าผ้าแม้ลักษณะภายนอกดูธรรมดาแต่ไม่เสียความเป็นรองเท้าชั้นสูง,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22711,รองเท้าผ้าแดง,13,214,2,0,0,0,-100,5,1,5,0,10,1,รองเท้าผ้าที่ได้รับความนิยมจากชาวบ้านมาก,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22712,รองเท้าสายันห์,13,214,3,0,0,0,-100,5,2,5,3,20,2,รองเท้าผ้าซึ่งตัดเย็บขึ้นจากผ้าสีเขียว,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22713,รองเท้าสายน้ำ,13,214,4,0,0,0,-100,5,3,5,5,50,3,รองเท้าผ้าทำจากดินแดนจ๊กก๊ก,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22714,เท้าไหมเหลือง,13,214,5,0,0,0,-100,5,4,5,10,85,4,ถักทอจากใยไหมที่เหนียวแกร่ง,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22715,รองเท้าขนนกบิน,13,214,6,0,0,0,-100,5,5,5,15,145,5,รองเท้าผ้าขาวดั้งเดิมของจิงหนาน,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22716,เท้าแสงอุทัย,13,214,15,211,-2,0,-100,5,11,5,45,3480,11,รองเท้าผ้าทำจากใยไหมชั้นเยี่ยม,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22717,เท้าป่าสวรรค์,13,214,16,211,-2,0,-100,5,12,5,50,5900,12,รองเท้าผ้าที่ผู้เร้นกายในป่าเขานิยมสวมใส่,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22718,รองเท้าฐานศิลา,13,214,17,211,-2,0,-100,5,13,5,55,8800,13,รองเท้านี้ใส่แล้วดั่งจะล้มฟ้าทลายแผ่นดิน,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22719,เท้าไหมกระแส,13,214,18,211,-2,0,-100,5,14,5,60,13300,14,รองเท้าตัดเย็บจากผ้าตาข่ายม่วงอันละเอียดเหนียวแน่น,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22720,รองเท้าไฟโหม,13,214,19,211,-2,0,-100,5,15,5,65,19900,15,รองเท้าผ้าที่สามารถปล่อยพลังแฝงแห่งเพลิงไฟ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22721,เท้าเหินล่าลม,13,214,22,211,-3,0,-100,5,16,5,70,99999,16,รองเท้านี้ใส่แล้วดั่งไล่ล่าสายลม,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22722,รองเท้าขี่เมฆา,13,214,23,211,-3,0,-100,5,17,5,75,42000,17,รองเท้านี้ใส่แล้วดั่งขี่เมฆา,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22723,เท้าทะลวงฟ้า,13,214,24,211,-3,0,-100,5,18,5,80,58800,18,รองเท้านี้ใส่แล้วดั่งทะลวงฟ้าชำแรกดิน,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22724,เท้าก้องอสนี,13,214,25,211,-3,0,-100,5,19,5,85,76400,19,รองเท้าผ้าปักลวดลายยันต์พิเศษ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22725,เท้าเหินรุ้งฝน,13,214,26,211,-3,0,-100,5,20,5,90,99000,20,รองเท้านี้ภายนอกสีสันแพรวพรายแปรเปลี่นปราดเปรียวใส่สบาย,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22726,รองเท้าแสงฝ้าย,13,214,29,211,-3,0,-100,5,21,5,93,129000,21,รองเท้าผ้าชั้นสูงที่ได้รับความชื่นชอบจากทุกผู้คน,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22727,เท้าเซียนระยิบ,13,214,30,211,-3,0,-100,5,22,5,96,167000,22,รองเท้าผ้าขอบเย็บผ้าไหมงามสง่า,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22728,รองเท้าจิตจ้า,13,214,31,211,-3,0,-100,5,23,5,99,218000,23,การออกแบบสลักลายนูนอันโดดเด่นรูปลักษณ์น่าชื่นชอบ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22729,รองเท้าขนปีก,13,214,32,211,-3,0,-100,5,24,5,102,283000,24,ประดับขนนกหงส์ไฟตัวรองเท้าเบาคล่องแคล่ว,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22730,รองเท้าไร้นึก,13,214,33,211,-3,0,-100,5,25,5,105,368000,25,ร่ำลือว่ารองเท้านี้ใส่แล้วเหมือนไร้สภาพ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22731,รองเท้าเจิดจ้า,13,214,36,211,-3,0,-100,5,26,5,108,479000,26,ทำจากขนนกที่ผ่านพิธีแสงมงคลบารมี,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22732,เท้าเสาสวรรค์,13,214,37,211,-3,0,-100,5,27,5,111,623000,27,รองเท้าผ้าทอจากเศษฝุ่นแตกจากเสาสวรรค์,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22733,เท้ารุ้งลอยลม,13,214,38,211,-3,0,-100,5,28,5,114,810000,28,รองเท้าผ้าตัดเย็บจากขนมังกร,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22734,รองเท้าโลกีย์,13,214,39,211,-3,0,-100,5,29,5,117,1050000,29,ด้านในบุทำจากเศษมุมเสื้อของเทพธิดาฉางเอ๋อ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22735,รองเท้าแดนดิน,13,214,40,211,-4,0,-100,5,30,5,120,1360000,30,หลอมตีจากเหล็กนิลผสมพิษผึ้งพิษแมงป่อง,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22736,รองเท้าครอบฟ้า,13,214,41,211,-4,0,-100,5,31,5,123,1780000,31,รองเท้าวิเศษที่เทพเอ้อร์หลังเก็บสะสม,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22738,รองเท้าน้ำกาล,13,214,42,211,-4,0,-100,5,32,5,126,2310000,32,ตำนานว่าแช่เลือดของผานกู่ก่อนแล้วจึงนำมาตัดเย็บ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22739,รองเท้าลมหอม,13,214,43,211,-4,0,-100,5,33,5,129,3000000,33,ตัดมาจากผิวต้นสนพันปีแห่งแดนฟ้า,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22740,เท้าเหนือโลกล่อง,13,214,44,211,-4,0,-100,5,34,5,132,3910000,34,ใส่แล้วร่างกายเหมือนสายลมลอยล่องจับตัวได้ยาก,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22741,เท้ารอยเซียน,13,214,45,211,-4,0,-100,5,35,5,135,5080000,35,ทุกก้าวเท้าที่ย่างเดินเหมือนประทับขุนเขาทำให้ผู้คนหวาดกลัวโดยไม่รู้ตัว,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22742,เท้าธรรมกาล,13,214,46,211,-4,0,-100,5,36,5,138,6610000,36,รองเท้านี้ใส่แล้วเบาสบายใส่เป็นเวลานานก็ไม่รู้สึกเมื่อยล้า,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22737,รองเท้าเสียหาย,13,211,0,0,0,0,-100,5,1,5,0,0,1,รองเท้าที่เสียหาย,0,0,0,0,8,0,0,0,0,0,0,0,0,0
22743,เท้าเตียวเสี้ยน,13,214,24,219,2,0,-100,5,18,5,80,0,0,รองที่เตียวเสี้ยนสวมใส่(ใส่เฉพาะผู้หญิง),0,0,0,0,72,0,0,0,0,0,0,0,24,0
22744,รองเท้าอบหอม,13,212,29,208,40,5,1,5,25,5,120,0,0,เท้าที่ใส่ตอนต้มเหล้าลักษณะภูมิฐานไม่เลว,0,0,0,0,8,0,0,0,0,0,0,0,26,0
22745,เท้าไร้เงา,13,214,29,0,-100,0,-100,5,18,5,80,0,0,เท้าจะเคลื่อนอย่างเร็ว(ใส่ได้เฉพาะผู้ชาย),0,0,0,0,72,0,0,0,0,0,0,0,33,0
22746,รองเท้าบัวหิมะ,13,214,37,0,0,5,1,5,25,5,120,0,0,รองเท้าที่บัวหิมะใส่ปล้นคนรวยมาช่วยคนจน,0,0,0,0,8,0,0,0,0,0,0,0,34,0
22747,รองเท้าปิศาจ,13,214,41,0,0,5,2,5,26,5,160,0,0,รองเท้าที่สร้างเลียนแบบมือของภูติผีปีศาจ,0,0,42,0,72,0,3,0,0,0,0,0,35,0
22900,รองเท้าลมคลั่ง,13,214,45,211,-10,0,-100,5,29,5,117,1050000,29,รองเท้าผ้าว่องไวมีความเร็วปานลมคลั่ง,0,0,0,0,8,0,0,0,0,0,0,0,0,0
22901,เท้าเหินพันลี้,13,214,10,211,-1,1,1,5,8,5,30,0,8,สวมใส่รองเท้านี้ก้าวเดินรวดเร็วดั่งโบยบิน,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22902,รองเท้าเหินน้ำ,13,214,10,211,-1,2,1,5,8,5,30,0,8,รองเท้าที่ใส่แล้วเหมือนไหลพริ้วตามสายน้ำ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22903,เท้าเหินหยกไฟ,13,214,10,211,-1,3,1,5,8,5,30,0,8,รองเท้าเลี่ยมประดับหยกไฟ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22904,รองเท้าเหินฟ้า,13,214,10,211,-1,4,1,5,8,5,30,0,8,รองเท้านี้ตำนานกล่าวว่ามีประสิทธิภาพเพิ่มความว่องไว,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22905,เท้าแปลงปฐพี,13,214,12,211,-1,1,1,5,10,5,40,0,10,รองเท้าผ้าชั้นสูงลำตัวเป็นสีดิน,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22906,เท้าก้องทะเล,13,214,12,211,-1,2,1,5,10,5,40,0,10,รองเท้าผ้าชั้นสูงตัวรองเท้าเป็นสีน้ำเงิน,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22907,รองเท้าแหวกไฟ,13,214,12,211,-1,3,1,5,10,5,40,0,10,รองเท้าผ้าชั้นสูงตัวรองเท้าเป็นสีแดง,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22908,รองเท้าล่าลม,13,214,12,211,-1,4,1,5,10,5,40,0,10,รองเท้าผ้าชั้นสูงตัวรองเท้าเป็นสีเขียว,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22909,รองเท้าป้องกัน,13,214,15,211,2,0,-100,5,5,5,15,0,5,ยุทธภัณฑ์เฉพาะของเมืองหลินจือ,0,0,0,0,127,0,0,0,0,0,0,0,5,0
22910,รองเท้าปกป้อง,13,214,20,211,2,0,-100,5,19,5,30,0,19,ยุทธภัณฑ์หล่อหลอมอย่างเลิศล้ำหนึ่งในอาวุธชุดผู้ปกป้อง,0,0,0,0,127,0,0,0,0,0,0,0,6,0
22911,เท้าบินย่ำน้ำ,13,214,30,0,0,0,-100,5,16,5,30,29800,16,อาวุธเทพอันร้ายกาจล่องลอยมาจากสวรรค์,0,0,0,0,12,0,0,0,0,0,0,0,0,0
22912,เท้าย่ำยอดเขา,13,214,19,211,-2,1,2,5,15,5,65,0,15,รองเท้าผ้าของผู้เร้นกายอันดับหนึ่งแห่งยุคชื่นชอบสวมใส่,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22913,รองเท้าท่องนที,13,214,19,211,-2,2,2,5,15,5,65,0,15,ตำนานว่าเซียนใส่รองเท้านี้ข้ามแม่น้ำใหญ่อย่างง่ายดาย,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22914,เท้าประกายไฟ,13,214,19,211,-2,3,2,5,15,5,65,0,15,ใส่รองเท้านี้แล้วสามารถเดินลุยไฟร้อนแรงได้อย่างไร้อุปสรรค,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22915,เท้าย้อนหมอก,13,214,19,211,-2,4,2,5,15,5,65,0,15,รองเท้าผ้าที่มีพลังแฝงเหมือนชักนำหมอกคลั่ง,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22916,รองเท้าทะลวงผา,13,214,24,211,-3,1,2,5,18,5,80,0,18,รองเท้าผ้านี้เย็บด้วยผ้าแข็งสามารถขุดดินได้อย่างง่ายดาย,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22917,รองเท้าพลิกนที,13,214,24,211,-3,2,2,5,18,5,80,0,18,ออกแบบป้องกันน้ำอย่างพิเศษเหมาะกับการรบทางน้ำ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22918,รองเท้ารุ้งบิน,13,214,24,211,-3,3,2,5,18,5,80,0,18,ประดับด้วยขนนกกระเรียนไฟรูปลักษณ์โดดเด่น,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22919,รองเท้าแพรฟ้า,13,214,24,211,-3,4,2,5,18,5,80,0,18,ร่ำลือว่าเมื่อสวมรองเท้านี้จะตัวเบาราวนกนางแอ่น,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22920,รองเท้าจอมยุทธ,13,214,30,211,-3,1,2,5,22,5,96,0,22,รองเท้าผ้าที่ได้รับความนิยมจากจอมยุทธ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
