id,name,type,image1,image2,color1,color2,color3,color4,notPet,unk5,unk6,lvl,hpmax,spmax,hpx,spx,int,atk,def,agi,doanhtrai,exp_bonus,element,skill1,skill2,skill3,drop1,drop2,drop3,drop4,drop5,drop6,unk1,skill4,reborn,unk2,unk3
14531,หลี่คัน,5,1336,1001,444444334,960334222,770111444,444444444,0,2,14,84,730,289,41,10,8,58,62,17,5,1932,1,10003,10005,10006,0,0,0,0,0,0,0,0,0,0,0
14532,หยางชิว,5,1104,1001,444333333,444232267,333444444,444444444,0,8,7,96,803,308,33,9,32,67,58,21,5,2208,1,10002,10006,10008,0,0,0,0,0,0,0,0,0,0,0
14533,เฉินอิ๋น,5,1174,1001,660770333,664616444,325444315,444444444,0,8,4,95,765,362,28,18,11,70,29,63,5,2185,2,11003,11005,11008,0,0,0,0,0,0,0,0,0,0,0
14534,โหวส่วน,5,1157,1001,444444565,333272262,262444262,444444444,0,6,9,91,825,341,42,16,6,62,52,30,5,2093,4,13004,13006,13010,0,0,0,0,0,0,0,0,0,0,0
14535,จางเหิง,5,1107,1001,444533454,455771444,711522511,444444444,0,8,1,88,780,310,45,12,23,65,16,42,5,2024,3,12004,12008,12009,0,0,0,0,0,0,0,0,0,0,0
14536,หม่าหวาน,5,1335,1001,355444333,661661661,135346157,444444444,0,2,7,86,703,287,34,9,26,62,54,17,5,1978,2,11005,11008,11011,0,0,0,0,0,0,0,0,0,0,0
14537,หลิวจาง,5,1345,1001,245551555,157460246,444444240,444444444,0,7,3,48,333,198,23,8,21,11,23,14,5,1104,2,11001,11003,11005,0,0,0,0,0,0,0,0,0,0,0
14538,จางเหยิน,5,1149,1001,232850444,640323444,233640444,444444444,0,8,17,125,1459,430,47,18,61,85,52,27,5,2875,1,10003,10006,10008,0,0,0,0,0,47188,0,0,0,0,0
14539,หลิวกุ้ย,5,1290,1001,761444444,770222444,660333444,444444444,0,8,4,92,832,349,42,17,16,65,46,27,5,2116,1,10001,10006,10007,0,0,0,0,0,47303,0,0,0,0,0
14540,หลิงเปา,5,1109,1001,444633455,156633611,156356156,444444444,0,2,1,87,651,423,25,31,22,60,38,26,5,2001,2,11001,11005,11008,0,0,0,0,0,0,0,0,0,0,0
14541,เติ้งเสียน,5,1049,1001,444640333,640555789,640740641,444444444,0,2,6,88,676,408,28,28,19,61,25,36,5,2024,3,12001,12005,12006,0,0,0,0,0,47359,0,0,0,0,0
14542,หลิวสวิน,5,1235,1001,444267555,860444444,145157145,444444444,0,20,8,56,403,216,29,8,30,21,13,17,5,1288,2,11001,11003,11005,0,0,0,0,0,0,0,0,0,0,0
14543,เจ้าเหว่ย,5,1295,1001,411522444,755533522,444444522,444444444,0,10,2,85,627,376,23,24,61,11,55,25,5,1955,3,12002,12005,12008,0,0,0,0,0,0,0,0,0,0,0
14544,หวางเหล่ย,5,1110,1001,722770455,580661444,444444611,444444444,0,2,3,70,509,333,24,23,49,12,22,34,5,1610,1,10002,10007,10008,0,0,0,0,0,0,0,0,0,0,0
14545,จางซู่,5,1165,1001,168346434,149258444,444444522,444444444,0,3,1,44,294,207,19,11,22,15,10,17,5,1012,2,11001,11003,11005,0,0,0,0,0,0,0,0,0,0,0
14546,ผางซี,5,1048,1001,511122544,556722444,711566511,444444444,0,8,3,103,1028,400,45,21,22,71,52,32,5,2369,3,12003,12004,12009,0,0,0,0,0,47336,0,0,0,0,0
14547,หลี่อี้,5,1108,1001,444544555,555522622,511611522,444444444,0,2,2,85,682,333,32,17,21,54,33,40,5,1955,3,12002,12004,12006,0,0,0,0,0,0,0,0,0,0,0
14548,หวางเล่อ,5,1086,1001,444544445,555522622,511611522,444444444,0,2,1,89,728,336,36,16,15,61,52,28,5,2047,3,12001,12007,12009,0,0,0,0,0,0,0,0,0,0,0
14549,หยางไหว,5,1105,1001,444266455,444156770,166444550,444444444,0,8,5,84,712,313,38,14,22,59,39,25,5,1932,2,11003,11005,11008,0,0,0,0,0,0,0,0,0,0,0
14550,เกาเพ่ย,5,1106,1001,444661445,356246444,356651651,444444444,0,8,1,80,651,286,32,11,21,58,41,27,5,1840,2,11003,11005,11011,0,0,0,0,0,0,0,0,0,0,0
14551,เจิ้งตู้,5,1329,1001,444363555,569258151,633444141,444444444,0,3,5,93,870,339,47,15,67,25,50,12,5,2139,4,13001,13006,13009,0,0,0,0,0,47313,0,0,0,0,0
14552,อินผู่,5,1055,1001,444268333,145333245,444444146,444444444,0,3,1,48,354,177,27,4,24,16,11,18,5,1104,2,11001,11003,11008,0,0,0,0,0,0,0,0,0,0,0
14553,สีซู่,5,1247,1001,622444455,222444511,333444444,444444444,0,15,2,65,439,264,28,13,6,40,34,24,5,1495,1,10001,10003,10006,0,0,0,0,0,0,0,0,0,0,0
14554,ฝูจิ้น,5,1107,1001,444444344,422246444,166246246,444444444,0,8,2,90,819,345,42,17,15,61,28,45,5,2070,3,12005,12007,12009,0,0,0,0,0,0,0,0,0,0,0
14555,เซี่ยงฉุน,5,1117,1001,444544544,422267444,444444444,444444444,0,2,3,82,694,332,37,18,57,25,23,33,5,1886,3,12005,12006,12008,0,0,0,0,0,0,0,0,0,0,0
14556,จางเหมิ่ง,5,1345,1001,333664334,870333333,444444111,444444444,0,7,6,76,580,253,30,7,54,41,21,22,5,1748,1,10003,10007,10011,0,0,0,0,0,0,0,0,0,0,0
14557,ผางอวี้,5,1258,1001,677444333,533444622,622444611,444444444,0,8,14,124,1443,448,46,21,27,92,64,34,5,2852,3,12006,12008,12009,0,0,0,0,0,47183,0,0,0,0,0
14558,สวีอี,5,1041,1001,151444333,146444257,444444151,444444444,0,10,1,57,429,201,33,5,31,18,24,8,5,1311,2,11001,11003,11008,0,0,0,0,0,0,0,0,0,0,0
14559,หยางเฟิง,5,1175,1001,666680433,660146555,444444770,444444444,0,8,18,93,826,302,40,9,64,56,14,33,5,2139,1,10006,10007,10012,0,0,0,0,0,47205,0,0,0,0,0
14560,หลี่อี้,5,1158,1001,460555444,896360260,444444450,444444444,1,2,15,171,11073,910,86,23,123,22,82,56,5,3933,4,13005,13006,13014,0,0,0,0,0,0,0,0,1,0,0
14561,ซื่อเซี่ย,5,1421,1001,444444444,163151555,540455141,444444444,0,7,6,105,1088,360,52,14,40,77,31,34,5,2415,4,13001,13004,13010,0,0,0,0,0,47315,0,0,0,0,0
14562,ซื่ออี,5,1423,1001,141444444,171151145,540255151,444444444,0,2,13,88,737,310,38,12,22,62,45,24,5,2024,4,13001,13004,13009,0,0,0,0,0,0,0,0,0,0,0
14563,ซื่อโหย่ว,5,1425,1001,444444444,480148444,146355145,444444444,0,2,4,92,838,417,43,28,64,17,31,33,5,2116,2,11003,11005,11011,0,0,0,0,0,47273,0,0,0,0,0
14564,ซื่ออู่,5,1424,1001,444444333,464145151,430151151,444444444,0,2,12,94,802,341,35,15,30,66,46,24,5,2162,4,13001,13006,13009,0,0,0,0,0,47279,0,0,0,0,0
14565,จางหมิน,5,1373,1001,531444333,146147145,444444145,444444444,0,3,1,66,455,272,30,14,46,7,22,28,5,1518,2,11001,11003,11008,0,0,0,0,0,0,0,0,0,0,0
14566,โอวจิ่ง,5,1157,1001,444444666,555616060,161444414,444444444,0,6,9,69,486,261,33,11,8,44,40,16,5,1587,4,13001,13006,13010,0,0,0,0,0,0,0,0,0,0,0
14567,อู๋จวี้,5,1291,1001,344960444,540640444,222332444,444444444,0,8,8,85,779,327,48,16,9,57,28,38,5,1955,1,10002,10003,10006,0,0,0,0,0,0,0,0,0,0,0
14568,หวงขุย,5,1165,1001,161555333,151161444,444444611,444444444,0,3,1,37,211,148,20,8,24,6,12,8,5,851,4,13001,13004,13006,0,0,0,0,0,0,0,0,0,0,0
14569,เหมียวเจ๋อ,5,1235,1001,444417555,146444444,425157414,444444444,0,20,3,42,186,150,12,7,27,6,13,19,5,966,2,11001,11003,11005,0,0,0,0,0,0,0,0,0,0,0
14570,ชุนเซียง,5,1008,1001,444744444,511722555,444444444,444444444,0,14,4,24,122,122,10,7,8,4,12,7,5,552,3,12001,0,0,0,0,0,0,0,0,0,0,0,0,0
14571,โจวจิ้งบาดเจ็บ,5,1055,1001,157711444,530178511,444444531,444444444,1,3,1,10,59,80,4,2,4,2,3,4,5,230,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14572,มือสังหารดำ,5,1148,1001,633444444,444444333,444444444,444444444,0,20,14,88,657,285,25,8,9,59,37,34,0,0,1,10006,0,0,27071,32006,27009,0,0,0,0,0,0,0,0
14573,มือสังหารม่วง,5,1148,1001,644444444,606644435,444444606,444444444,0,20,14,88,657,285,25,8,9,59,37,34,0,0,2,11005,0,0,26070,26062,26030,0,0,0,0,0,0,0,0
14574,มือสังหารแดง,5,1148,1001,522444444,611644533,444444611,444444444,0,20,14,88,657,285,25,8,9,59,37,34,0,0,3,12009,0,0,27071,32006,27009,37987,0,0,0,0,0,0,0
14575,มือสังหารเขียว,5,1148,1001,511444444,161444353,444444162,444444444,0,20,14,88,657,285,25,8,9,59,37,34,0,0,4,13009,0,0,26070,26062,26030,0,0,0,0,0,0,0,0
14576,อ๋องเขาจิ่วไจ้,5,1286,1001,443444333,111040555,444444444,444444444,0,8,7,104,1093,357,54,14,12,77,59,36,0,0,1,10002,10006,10007,0,0,0,0,0,0,0,0,0,0,0
14577,หลูจื๋อถูกขัง,5,1041,1001,257333555,157444137,333444444,444444444,0,10,0,6,43,77,2,3,3,1,2,1,5,138,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14578,ตั๋งโต๊ะถูกธนู,5,1053,1001,551333444,444333650,344551233,444444444,0,7,0,6,43,74,2,2,1,3,2,1,5,138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14579,ซูป๋อ,5,1334,1001,250444333,711471644,460722560,444444444,0,2,12,86,706,305,35,12,8,66,63,16,5,1978,4,13001,13004,13010,0,0,0,0,0,0,0,0,0,0,0
14580,เถียนอิ๋น,5,1425,1001,444444444,581611444,550222444,444444444,0,2,2,83,766,323,48,16,66,14,32,21,5,1909,1,10002,10005,10008,0,0,0,0,0,0,0,0,0,0,0
14581,ซางเย่า,5,1258,1001,631660454,530444460,250350460,444444444,0,8,4,102,1090,385,56,19,14,87,38,28,5,2346,4,13001,13010,13013,0,0,0,0,0,0,0,0,0,0,0
14582,หลี่ปิ้ง,5,1331,1001,171444444,151650440,661444151,444444444,0,15,4,79,576,272,27,9,11,41,51,41,5,1817,1,10003,10005,10006,0,0,0,0,0,0,0,0,0,0,0
14583,เป้าชู,5,1352,1001,444262333,551251444,461551351,444444444,0,20,15,130,1739,475,62,23,41,94,56,31,5,2990,4,13004,13009,13013,0,0,0,0,0,47186,0,0,0,0,0
14584,หลางจื้อ,5,1293,1001,444444444,455246555,147555246,444444444,0,8,18,114,1259,445,50,24,29,88,40,35,5,2622,2,11002,11003,11005,0,0,0,0,0,0,0,0,0,0,0
14585,สันโดษม่งเหมย,5,1218,1001,151141555,141272555,444252151,171662444,0,0,0,145,2163,558,58,30,113,34,46,58,5,3335,4,13003,13006,13011,0,0,0,0,0,47283,0,0,0,0,0
14586,หลิวสง,5,1424,1001,444444444,633156550,550550551,444444444,0,2,5,76,583,295,31,14,8,40,55,25,5,1748,1,10003,10006,10008,0,0,0,0,0,0,0,0,0,0,0
14587,จิ้นฟู่,5,1423,1001,444444444,189157156,551346456,444444444,0,2,7,77,595,315,32,17,10,42,53,24,5,1771,2,11001,11005,11008,0,0,0,0,0,0,0,0,0,0,0
14588,ซินแสผิงหยวน,5,1374,1001,146444444,159660444,444444146,444444444,0,2,17,51,347,221,23,11,41,5,12,17,5,1173,2,11001,11003,11005,0,0,0,0,0,0,0,0,0,0,0
14589,เคอปี่เหนิง,5,1484,1001,444262444,353252343,434433242,444444444,0,24,3,128,1455,471,42,23,39,85,42,63,5,2944,4,13001,13004,13013,0,0,0,0,0,47314,0,0,0,0,0
14590,ปู้ตู้เกิน,5,1293,1001,444444444,525616555,333654525,444444444,0,8,21,114,1363,491,66,31,17,82,31,39,5,2622,2,11001,11005,11008,0,0,0,0,0,47328,0,0,0,0,0
14591,ฝูหลัวหาน,5,1410,1001,444920444,555456444,633644733,444444444,0,20,20,117,1147,564,29,41,39,73,35,55,5,2691,3,12005,12006,12009,0,0,0,0,0,47310,0,0,0,0,0
14592,เซี่ยกุยหนี,5,1425,1001,444444554,440161444,151151151,444444444,0,2,13,106,1051,490,45,34,77,31,18,45,5,2438,4,13003,13006,13011,0,0,0,0,0,47340,0,0,0,0,0
14593,อวี้เหยียน,5,1424,1001,444444333,169246650,540650660,444444444,0,2,18,96,803,390,33,22,23,53,34,55,5,2208,1,10003,10006,10007,0,0,0,0,0,0,0,0,0,0,0
14594,ซู่ลี่,5,1180,1001,444444666,970717450,434426414,444444444,0,0,0,109,1093,446,48,26,12,90,63,15,5,2507,2,11003,11005,11011,0,0,0,0,0,0,0,0,0,0,0
14595,เฉิงลวี่,5,1465,1001,444666444,666622444,947555666,444444444,0,2,18,92,826,368,41,20,11,81,27,33,5,2116,4,13001,13006,13009,0,0,0,0,0,0,0,0,0,0,0
14596,ซิวอู่หลู,5,1292,1001,161444665,161444161,333161444,444161222,0,0,0,110,1159,481,40,31,16,87,37,48,5,2530,4,13001,13006,13010,0,0,0,0,0,0,0,0,0,0,0
14597,เตียวเสี่ย,5,1351,1001,464550655,677444660,444444444,444444444,0,19,15,122,1437,543,48,36,29,84,39,48,5,2806,4,13004,13010,13013,0,0,0,0,0,0,0,0,0,0,0
14598,ชวีเหลียน,5,1503,1001,444622444,900468456,422555511,444444444,0,2,15,131,1675,606,51,42,102,21,57,40,5,3013,3,12003,12005,12012,0,0,0,0,0,47308,0,0,0,0,0
14599,ฟ่านสง,5,1489,1001,444315444,148444146,208456414,444444444,0,8,13,120,1404,578,46,42,17,93,31,49,5,2760,2,11001,11005,11008,0,0,0,0,0,47306,0,0,0,0,0
14600,ฟ่านซือมั่น,5,1505,1001,444494333,444444444,540445650,444444444,0,24,2,129,1417,453,35,20,35,92,76,38,5,2967,1,10002,10006,10007,0,0,0,0,0,47302,0,0,0,0,0
14601,ฟ่านสวิน,5,1443,1001,540444555,780540444,444444850,444444444,0,19,16,125,1553,604,61,44,91,21,40,34,5,2875,1,10005,10010,10013,0,0,0,0,0,47300,0,0,0,0,0
14602,ซีน่าผอตี้,5,1427,1001,540444555,181540444,444444141,444444444,0,19,18,115,1267,421,50,20,73,50,22,43,5,2645,4,13004,13006,13009,0,0,0,0,0,47312,0,0,0,0,0
14603,ซ่าปอตี้เกอ,5,1426,1001,540444333,307444540,504444314,444444444,0,20,20,111,1213,405,47,19,70,47,24,44,5,2553,2,11003,11008,11011,0,0,0,0,0,47324,0,0,0,0,0
14604,หลุนตัวซิ่ง,5,1286,1001,611444333,633511555,444444611,444444444,0,8,20,118,1234,639,41,52,17,96,32,34,5,2714,3,12005,12009,12010,0,0,0,0,0,0,0,0,0,0,0
14605,เกอหลุนจื้อตี้,5,1485,1001,550444444,644444550,522444203,444444444,0,20,20,113,1219,534,45,38,18,73,58,22,5,2599,1,10003,10006,10008,0,0,0,0,0,0,0,0,0,0,0
14606,อี่ตี้เจียหลัน,5,1486,1001,440444555,179540476,246444046,444444444,0,19,18,110,1276,384,58,16,21,67,29,68,5,2530,2,11003,11005,11008,0,0,0,0,0,0,0,0,0,0,0
14607,ฝูหลัว,5,1501,1001,333161444,161161151,111222444,444444444,0,2,17,98,790,438,29,29,70,27,22,50,5,2254,4,13002,13004,13006,0,0,0,0,0,47341,0,0,0,0,0
14608,อาหลุน,5,1498,1001,444207444,111416619,222444444,444444444,0,2,18,96,865,340,43,14,15,68,52,28,5,2208,1,10002,10006,10008,0,0,0,0,0,0,0,0,0,0,0
14609,ผอหลัวเหมิน,5,1240,1001,444211433,332551444,660680444,444444444,0,20,20,123,1353,492,34,28,34,86,38,63,5,2829,1,10003,10006,10007,0,0,0,0,0,0,0,0,0,0,0
14610,จวีหลัวโหว,5,1174,1001,666660333,661988444,555444777,444444444,0,8,15,111,1291,418,59,21,21,88,39,31,5,2553,4,13001,13006,13009,0,0,0,0,0,0,0,0,0,0,0
14611,หมีเจีย,5,1336,1001,444444333,940333222,550222740,444444444,0,2,11,94,833,397,40,24,16,72,23,40,5,2162,3,12002,12005,12006,0,0,0,0,0,0,0,0,0,0,0
14612,เจี๋ยจี,5,1423,1001,444444333,750777630,668869666,444444444,0,2,8,93,833,386,41,23,16,71,22,41,5,2139,1,10002,10003,10006,0,0,0,0,0,0,0,0,0,0,0
14613,หุนผานค่วง,5,1403,1001,444444222,444770444,980556444,444444444,0,25,2,114,1174,438,37,23,27,78,60,41,5,2622,1,10002,10003,10006,0,0,0,0,0,0,0,0,0,0,0
14614,เซิงกาผอหลอ,5,1425,1001,168444333,189468444,560356457,444444444,0,2,15,135,1656,548,42,32,112,24,44,66,5,3105,2,11003,11007,11012,0,0,0,0,0,0,0,0,0,0,0
14615,ม่านถัวหลอ,5,1421,1001,444444222,799245666,540555541,444444444,0,7,1,147,2104,737,46,55,120,7,46,71,5,3381,4,13005,13006,13011,0,0,0,0,0,47360,0,0,0,0,0
14616,จูฝู,5,1153,1001,522158444,511622146,444444422,444444444,0,7,3,101,936,427,33,26,75,12,43,54,5,2323,3,12003,12007,12010,0,0,0,0,0,47261,0,0,0,0,0
14617,สื่อหวง,5,1491,1001,555555555,146444777,146667777,444444666,0,8,14,96,915,383,51,21,12,63,29,44,5,2208,4,13001,13006,13010,0,0,0,0,0,0,0,0,0,0,0
14618,หลันมู่ลัวนา,5,1443,1001,151444555,169151444,555444151,444444444,0,19,16,86,731,342,39,18,62,15,30,39,5,1978,4,13003,13005,13006,0,0,0,0,0,47375,0,0,0,0,0
14619,สาวใช้นกยูง,5,1427,1001,151444555,171151444,156444151,444444444,0,19,18,75,491,304,29,16,42,9,25,29,5,1725,4,13004,0,0,0,0,0,0,0,0,0,0,0,0,0
14620,เจาซู่ทุน,5,1293,1001,444444333,500378355,522455611,444444444,0,8,15,107,1039,416,42,22,49,66,26,49,5,2461,3,12006,12009,12011,0,0,0,0,0,47373,0,0,0,0,0
14621,เจาต้งไห่,5,1402,1001,630148333,444268156,550245146,444444444,0,25,2,62,380,291,20,19,7,46,25,22,5,1426,2,11001,11005,11008,0,0,0,0,0,0,0,0,0,0,0
14622,มากูลา,5,1485,1001,147444555,811444158,533444035,444444444,0,20,18,126,1502,526,52,32,82,60,23,43,5,2898,2,11002,11005,11011,0,0,0,0,0,0,0,0,0,0,0
14623,อ๋องข่งเชี่ย,5,1410,1001,444050565,555055444,161161161,444444444,0,20,19,92,758,448,30,33,62,7,31,53,5,2116,4,13006,13011,13014,0,0,0,0,0,0,0,0,0,0,0
14624,สวีเติง,5,1431,1001,444555444,696666571,550444666,444444444,1,2,9,185,8003,1095,54,40,137,34,80,126,5,4255,4,13003,13006,13015,0,0,0,0,0,0,0,0,0,0,0
14625,กูเหยี่ยน,5,1424,1001,444444444,161161660,550660660,444444444,0,2,14,98,822,388,34,21,11,86,42,34,5,2254,1,10003,10006,10008,0,0,0,0,0,0,0,0,0,0,0
14626,เจี่ยงสือ,5,1423,1001,550444444,790157660,550456660,444444444,0,2,7,94,827,366,39,19,11,81,37,31,5,2162,1,10005,10006,10008,0,0,0,0,0,0,0,0,0,0,0
14627,หลิวจวิ้น,5,1108,1001,444414333,241526415,526626414,444444444,0,2,8,92,906,368,54,20,13,67,40,22,5,2116,2,11003,11005,11011,0,0,0,0,0,0,0,0,0,0,0
14628,หม่าฮั่น,5,1085,1001,141630444,241640740,740741640,444444444,0,2,12,92,845,355,44,18,21,68,41,24,5,2116,3,12004,12006,12007,0,0,0,0,0,0,0,0,0,0,0
14629,เหยินฉี,5,1565,1001,444881333,147880880,770167770,444444444,0,2,22,68,390,294,17,17,12,41,23,42,5,1564,1,10001,10002,10006,0,0,0,0,0,0,0,0,0,0,0
14630,เฉาฮั่ว,5,1495,1001,147960444,146660770,146870146,444444444,0,2,7,69,446,267,26,12,13,43,38,22,5,1587,2,11001,11003,11005,0,0,0,0,0,0,0,0,0,0,0
14631,จางจู้,5,1563,1001,878420444,659444760,444744666,444444444,0,10,3,68,550,282,45,15,45,7,15,25,5,1564,4,13001,13004,13006,0,0,0,0,0,0,0,0,0,0,0
14632,เหยี่ยนหลัว,5,1538,1001,444444333,544168444,444444146,444444444,0,7,7,116,1296,430,53,21,21,91,53,34,5,2668,2,11003,11005,11011,0,0,0,0,0,0,0,0,0,0,0
14633,ถั่นเจอ,5,1544,1001,222444555,444444640,740640222,444444444,0,20,20,108,1221,463,69,29,17,87,39,15,5,2484,3,12004,12006,12009,0,0,0,0,0,0,0,0,0,0,0
14634,หลงเหยี่ย,5,1484,1001,207414544,817717815,555580515,444444444,0,24,5,102,1033,563,47,47,9,88,18,36,5,2346,2,11003,11005,11008,0,0,0,0,0,0,0,0,0,0,0
14635,จั้น,5,1502,1001,414666554,918817815,318555777,444444444,0,2,20,106,999,509,37,37,77,17,32,51,5,2438,2,11003,11004,11008,0,0,0,0,0,0,0,0,0,0,0
14636,เผยเยา,5,1538,1001,444444555,668234444,444444222,444444444,0,7,10,90,769,308,34,11,12,67,62,22,5,2070,1,10005,10006,10008,0,0,0,0,0,0,0,0,0,0,0
14637,อีลี่,5,1540,1001,444558555,444444494,855877444,444444444,0,19,21,103,939,419,31,24,74,70,15,31,5,2369,4,13004,13007,13010,0,0,0,0,0,0,0,0,0,0,0
14638,อันกั๋ว,5,1402,1001,555511333,444811611,444666611,444444444,0,25,2,98,879,388,43,21,21,73,48,19,5,2254,3,12006,12008,12009,0,0,0,0,0,0,0,0,0,0,0
14639,ติ้งซิง,5,1543,1001,252444444,444444181,424317415,444444444,0,20,9,81,688,318,37,16,16,72,31,20,5,1863,2,11001,11005,11008,0,0,0,0,0,0,0,0,0,0,0
14640,กานเยี่ยน,5,1562,1001,741222444,631444333,444444641,444444444,0,10,2,92,795,380,36,22,79,14,28,37,5,2116,3,12003,12005,12008,0,0,0,0,0,0,0,0,0,0,0
14641,ไป๋จื้อ,5,1258,1001,666599333,444444777,315777666,444444444,0,8,24,79,497,343,27,21,11,61,42,21,5,1817,4,13004,13009,13010,0,0,0,0,0,0,0,0,0,0,0
14642,ซาเยี่ย,5,1542,1001,444950556,444444444,780500444,444444444,0,19,18,122,1444,497,49,29,22,92,47,47,5,2806,1,10003,10006,10007,0,0,0,0,0,0,0,0,0,0,0
14643,ชังฉี,5,1080,1001,444761333,653444652,322444541,553444444,0,15,7,88,516,328,45,15,18,59,25,41,5,2024,1,10002,10006,10007,0,0,0,0,0,0,0,0,0,0,0
14644,เบ้งเฮก,5,1590,1001,444444334,444444444,228446347,336444444,0,0,0,130,1274,394,51,11,37,99,41,54,5,2990,2,11002,11005,11008,0,0,0,0,0,0,0,0,0,0,0
14645,จู้หยง,5,1591,1001,632534644,444444444,654444444,622444444,0,19,23,131,1336,518,59,29,20,99,26,74,5,3013,3,12002,12006,12007,0,0,0,0,0,0,0,0,0,0,0
14646,เบ้งโยว,5,1594,1001,444444333,652444444,667652641,444444444,0,0,0,126,1344,433,66,18,28,91,35,50,5,2898,1,10003,10004,10006,0,0,0,0,0,0,0,0,0,0,0
14647,เบ้งเจี๋ย,5,1066,1001,444243444,242444354,444444364,444444444,0,0,0,49,473,306,30,28,49,9,18,30,5,1127,4,13001,13002,13004,0,0,0,0,0,0,0,0,0,0,0
14648,ยงคี,5,1421,1001,444444433,651844651,654556444,444444444,0,16,2,88,829,359,53,20,27,57,23,41,5,2024,1,10001,10002,10006,0,0,0,0,0,0,0,0,0,0,0
14649,เอ้อฮ่วน,5,1608,1001,444444433,731651651,556444444,444444444,0,6,1,76,692,318,43,18,18,53,22,43,5,1748,1,10001,10003,10005,0,0,0,0,0,0,0,0,0,0,0
14650,โกเต็ง,5,1174,1001,556555333,651541444,556444541,651444444,0,8,5,83,766,323,48,16,13,62,11,45,5,1909,1,10001,10006,10007,0,0,0,0,0,0,0,0,0,0,0
14651,จูโพ,5,1286,1001,752444334,541542431,444444444,444444444,0,8,5,75,668,275,40,11,20,55,20,33,5,1725,1,10001,10002,10006,0,0,0,0,0,0,0,0,0,0,0
14652,หลี่ข่าย,5,1638,1001,444162444,264373444,254336446,444444444,0,2,15,103,829,413,38,23,85,18,31,50,2,2369,4,13001,13004,13006,0,0,0,0,0,0,0,0,0,0,0
14653,จินหวนซานเจี๋ย,5,1424,1001,444444333,444653751,541651652,444444444,0,2,12,84,863,361,49,22,18,53,13,41,5,1932,1,10001,10005,10006,0,0,0,0,0,0,0,0,0,0,0
14654,ต่งฉาน่า,5,1605,1001,444652333,444444444,541444444,444444444,0,20,5,86,780,323,33,15,53,18,37,46,5,1978,1,10003,10005,10007,0,0,0,0,0,0,0,0,0,0,0
14655,อาไคว่หนาน,5,1597,1001,667444433,761444666,651444651,444444444,0,24,3,79,790,325,43,18,50,21,16,36,5,1817,1,10002,10003,10005,0,0,0,0,0,0,0,0,0,0,0
14656,หมางหยาฉาง,5,1599,1001,444650322,666431221,541444444,444444444,0,20,14,73,734,282,41,13,14,47,11,27,5,1679,1,10001,10003,10004,0,0,0,0,0,0,0,0,0,0,0
14657,อ๋องตั่วซือ,5,1594,1001,444444332,222444444,322346444,444444444,0,0,0,99,1004,403,54,23,15,68,26,41,5,2277,1,10003,10006,10007,0,0,0,0,0,0,0,0,0,0,0
14658,เจ้าถ้ำไต้ไหล,5,1343,1001,541444333,241654655,651556541,444444444,0,24,1,91,822,353,34,18,47,53,20,38,5,2093,1,10003,10004,10007,0,0,0,0,0,0,0,0,0,0,0
14659,ลุดตัดกุด,5,1592,1001,444444343,444364444,354212264,444444444,0,24,6,127,1218,401,46,13,27,93,45,57,5,2921,4,13001,13004,13007,0,0,0,0,0,0,0,0,0,0,0
14660,อ๋องมู่ลู่,5,1593,1001,333444336,234336444,336238444,556444444,0,29,2,95,869,356,37,17,25,68,22,50,5,2185,2,11003,11005,11008,0,0,0,0,0,0,0,0,0,0,0
14661,เมิ่งหลิน,5,1606,1001,444237333,444444444,238238444,444444444,0,24,2,88,767,279,43,7,14,71,24,44,5,2024,2,11001,11005,11008,0,0,0,0,0,0,0,0,0,0,0
14662,จู้เปียว,5,1596,1001,632444544,633631632,556444544,444444444,0,6,9,90,774,345,42,17,60,19,13,57,5,2070,3,12002,12004,12005,0,0,0,0,0,0,0,0,0,0,0
14663,เมิ่งต้าป้า,5,1603,1001,556237555,444238444,444444444,444444444,0,19,1,85,700,327,35,16,18,52,26,50,5,1955,2,11001,11003,11005,0,0,0,0,0,0,0,0,0,0,0
14664,จู้สวน,5,1602,1001,444644644,444444655,634655721,444444444,0,0,0,93,805,389,44,23,75,23,17,45,5,2139,3,12002,12004,12007,0,0,0,0,0,0,0,0,0,0,0
14665,จู้อิง,5,1607,1001,444726655,444444444,655651444,444444444,0,19,5,93,799,376,43,21,72,25,18,47,5,2139,3,12002,12005,12007,0,0,0,0,0,0,0,0,0,0,0
14666,จ้าวถ้ำไคซาน,5,1415,1001,444961344,541751444,542641444,531444444,0,1,1,84,754,355,45,21,18,57,16,40,5,1932,1,10002,10003,10006,0,0,0,0,0,0,0,0,0,0,0
14667,หัวหน้าอันซี,5,1600,1001,653641433,700766534,653444444,412444444,0,20,13,85,736,339,41,18,21,62,15,41,5,1955,3,12001,12002,12006,0,0,0,0,0,0,0,0,0,0,0
14668,หวางคั่ง,5,1291,1001,354353334,222364444,454556454,264444444,0,8,24,68,578,265,32,12,48,17,22,35,2,1564,4,13001,13004,1306,0,0,0,0,0,0,0,0,0,0,0
14669,ถู่อัน,5,1632,1001,444251333,444555444,354444354,354444444,0,24,5,93,799,401,43,25,18,69,29,42,5,2139,4,13001,13004,13007,0,0,0,0,0,0,0,0,0,0,0
